,id,campaign_id,coupon_id,customer_id,campaign_type,start_date,end_date,campaign_type_X,campaign_type_Y,campaign_duration_days,age_range,marital_status,rented,family_size,no_of_children,income_bracket,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,marital_status_Married,marital_status_Single,has_demographics,n_category_matches,n_brand_matches,coupon_relevance_ratio,n_transactions,total_spend,avg_spend,coupon_usage_rate,coupon_discount_ratio
32130,82334,18,29,527,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,366,167,1.3880208333333333,384,56510.149999999994,147.1618489583333,0.0,-0.0
32131,82339,22,811,638,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,123,26,0.08744131455399061,1704,192969.13,113.24479460093897,0.012910798122065728,0.00622793915275464
32132,82342,21,978,578,Y,2013-09-16,2013-10-18,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1544,0,0.6681090437040242,2311,321261.02,139.01385547382085,0.01947209000432713,0.007119195475380112
32133,82343,18,211,297,X,2013-08-10,2013-10-04,1,0,55,70+,Single,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,104,69,1.0116959064327486,171,16035.32,93.77380116959064,0.03508771929824561,0.010217444990184166
32134,82345,18,267,1443,X,2013-08-10,2013-10-04,1,0,55,56-70,Single,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,13,0,0.06435643564356436,202,17362.050000000003,85.95074257425745,0.0297029702970297,0.006975558761782161
32135,82346,16,688,1463,Y,2013-07-15,2013-08-16,0,1,32,36-45,Married,0.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,181,41,0.07928571428571428,2800,284042.58999999997,101.44378214285713,0.020714285714285713,0.0070137369188191115
32136,82354,19,969,1216,Y,2013-08-26,2013-09-27,0,1,32,26-35,Married,0.0,4.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,122,0,0.08084824387011266,1509,213477.91999999998,141.4697945659377,0.025182239893969515,0.005214122378557932
32137,82355,18,232,753,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,761,162,0.8491260349586016,1087,179466.22,165.10231830726772,0.00919963201471941,0.001339639292564361
32138,82360,18,33,1161,X,2013-08-10,2013-10-04,1,0,55,26-35,Single,0.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,453,89,0.9908592321755028,547,62378.08,114.03670932358318,0.051188299817184646,0.015760344018283343
32139,82368,22,929,1056,X,2013-09-16,2013-10-18,1,0,32,36-45,Married,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1414,4,0.8635809987819733,1642,141073.78999999998,85.91582825822167,0.028014616321559074,0.011495969591516612
32140,82370,18,190,852,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,935,421,1.1781059947871415,1151,90434.53,78.57039965247611,0.0034752389226759338,0.0020482220673895247
32141,82375,22,241,1017,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1395,881,1.2443958447238928,1829,193445.22999999998,105.76557135046473,0.006014215418261345,0.0020346327485045767
32142,82379,20,720,328,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,625,6,0.7441037735849056,848,93290.45,110.01232311320754,0.008254716981132075,0.005154546901638913
32143,82380,20,837,769,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,208,0,0.13471502590673576,1544,139438.74,90.31006476683937,0.005829015544041451,0.0016221460406197017
32144,82382,16,666,1406,Y,2013-07-15,2013-08-16,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,0.15086206896551724,232,23937.519999999997,103.17896551724137,0.0,-0.0
32145,82383,18,229,920,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,396,183,1.035778175313059,559,52155.270000000004,93.30101967799644,0.0035778175313059034,0.0013659214112015908
32146,82397,22,241,695,X,2013-09-16,2013-10-18,1,0,32,56-70,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1111,314,0.8133561643835616,1752,216734.14,123.70670091324202,0.014269406392694063,0.0025473144194080354
32147,82398,16,270,865,Y,2013-07-15,2013-08-16,0,1,32,26-35,Married,0.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,42,1,0.025872442839951864,1662,155596.97999999998,93.62032490974728,0.0012033694344163659,0.00045784950324871345
32148,82399,20,720,1089,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,5.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,908,1,0.8286235186873291,1097,83465.37,76.08511394712853,0.0018231540565177757,0.0021338190916783814
32149,82400,18,1010,369,X,2013-08-10,2013-10-04,1,0,55,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,21,0,0.026888604353393086,781,94144.0,120.54289372599231,0.0012804097311139564,0.00018917828008157715
32150,82401,18,209,809,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,898,262,0.9797297297297297,1184,128770.96,108.75925675675676,0.006756756756756757,0.0038448886301694104
32151,82404,18,507,1260,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,0,0.0967741935483871,465,49786.3,107.067311827957,0.04086021505376344,0.007619566025191669
32152,82405,17,173,99,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,519,0,0.8160377358490566,636,61057.329999999994,96.00209119496854,0.0,-0.0
32153,82407,18,985,1004,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1324,4,0.7316804407713499,1815,195328.75,107.61914600550965,0.003305785123966942,0.0013312428405956624
32154,82409,20,286,1088,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,0.09302325581395349,344,33430.28,97.1810465116279,0.0029069767441860465,0.0026637527415265443
32155,82413,20,390,267,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,167,2,0.22533333333333333,750,148325.43,197.76724,0.008,0.004584446510621947
32156,82415,20,390,294,Y,2013-09-07,2013-11-16,0,1,70,18-25,Single,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,147,5,0.14035087719298245,1083,161631.16999999998,149.24392428439518,0.008310249307479225,0.0031734596736508187
32157,82416,22,583,379,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2049,0,0.7668413173652695,2672,329583.88,123.34726047904192,0.0074850299401197605,0.00287149966193735
32158,82418,18,526,731,X,2013-08-10,2013-10-04,1,0,55,70+,Single,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,185,4,0.5762195121951219,328,44625.979999999996,136.0548170731707,0.0,-0.0
32159,82422,17,498,274,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,691,2,0.7042682926829268,984,129281.56,131.38369918699186,0.08028455284552846,0.018597315812092615
32160,82424,19,455,1085,Y,2013-08-26,2013-09-27,0,1,32,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,145,4,0.20723226703755215,719,67110.05,93.33803894297635,0.011126564673157162,0.003975261529383453
32161,82425,18,856,302,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,232,0,0.2283464566929134,1016,109990.48000000001,108.25834645669292,0.007874015748031496,0.003967070604655966
32162,82426,18,848,58,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,811,0,0.7426739926739927,1092,108824.16,99.65582417582418,0.0018315018315018315,0.000998307728724945
32163,82432,18,226,267,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,449,163,0.816,750,148325.43,197.76724,0.008,0.004584446510621947
32164,82434,22,869,876,X,2013-09-16,2013-10-18,1,0,32,36-45,Single,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,482,2,0.6558265582655827,738,97683.03,132.3618292682927,0.013550135501355014,0.0029536348329899267
32165,82437,18,31,1520,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,3.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,460,245,1.1407766990291262,618,99732.32999999999,161.37917475728153,0.008090614886731391,0.0028037046763070717
32166,82449,22,907,729,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,602,33,0.6580310880829016,965,108374.45000000001,112.30512953367877,0.0062176165803108805,0.004466735471321884
32167,82450,25,1016,776,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,916,3,0.7405318291700241,1241,131440.87,105.91528605962932,0.020950846091861403,0.008671732011512097
32168,82451,22,37,1428,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,409,5,0.19104753114905398,2167,289274.01,133.49054453161054,0.003230272265805261,0.0006033725601549894
32169,82454,18,1052,1114,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,541,0,0.622554660529344,869,82803.95000000001,95.28647871116227,0.014959723820483314,0.004624417071890893
32170,82455,21,567,763,Y,2013-09-16,2013-10-18,0,1,32,26-35,Married,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,524,0,0.7197802197802198,728,77731.78,106.77442307692307,0.01098901098901099,0.0031388706137952843
32171,82458,19,689,705,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201,37,0.20534943917169973,1159,207557.93,179.08363244176013,0.0008628127696289905,0.00034322947815099137
32172,82459,22,492,1122,X,2013-09-16,2013-10-18,1,0,32,70+,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,820,27,0.5837353549276361,1451,209415.46,144.32492074431426,0.009648518263266712,0.002602386662379177
32173,82460,25,744,416,Y,2013-10-21,2013-11-22,0,1,32,36-45,Married,1.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,656,0,0.7601390498261877,863,118841.51,137.70742757821552,0.05330243337195829,0.014542730061238702
32174,82461,22,744,608,X,2013-09-16,2013-10-18,1,0,32,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,881,0,0.7894265232974911,1116,123612.03,110.76346774193549,0.03046594982078853,0.007258435930548183
32175,82462,18,985,1204,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,410,3,0.6871880199667221,601,66745.48,111.0573710482529,0.0033277870216306157,0.0014943333990556364
32176,82466,18,387,1553,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,301,0,0.8091397849462365,372,29248.9,78.6260752688172,0.0,-0.0
32177,82467,18,760,1379,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,586,0,0.7561290322580645,775,101790.7,131.3428387096774,0.005161290322580645,0.0006824788512113583
32178,82468,18,32,896,X,2013-08-10,2013-10-04,1,0,55,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,722,439,1.4548872180451127,798,88525.59,110.93432330827068,0.013784461152882205,0.00731901363210344
32179,82470,18,223,447,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1520,531,0.9766666666666667,2100,303825.42,144.67877142857142,0.017142857142857144,0.003252130779577298
32180,82477,18,941,988,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,544,1,0.8050221565731167,677,53355.17,78.81118168389955,0.0029542097488921715,0.0007009629994619078
32181,82480,18,699,1203,X,2013-08-10,2013-10-04,1,0,55,36-45,Single,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,36,4,0.04060913705583756,985,82319.93,83.57353299492385,0.0010152284263959391,0.0012981060600999053
32182,82482,18,221,1129,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,426,208,0.8817802503477051,719,98595.27,137.12833101529904,0.006954102920723227,0.005126412250810814
32183,82485,18,33,180,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,573,155,1.0153417015341701,717,82711.18000000001,115.35729428172944,0.008368200836820083,0.003733836223833344
32184,82486,18,419,257,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,0,0.2869718309859155,1136,141965.78,124.96987676056338,0.020246478873239437,0.00636033556819115
32185,82490,18,503,317,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,674,0,0.8004750593824228,842,93909.04,111.53092636579572,0.19002375296912113,0.055768326457176005
32186,82494,16,688,748,Y,2013-07-15,2013-08-16,0,1,32,46-55,Married,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,242,90,0.14133673903788846,2349,308723.94999999995,131.4278203490847,0.14687100893997446,0.034829853660527474
32187,82495,20,721,1566,Y,2013-09-07,2013-11-16,0,1,70,26-35,Married,0.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1824,10,0.6892145809845922,2661,297070.87,111.63880871852687,0.011649755730928222,0.005015537201611185
32188,82499,21,1029,385,Y,2013-09-16,2013-10-18,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,478,5,0.7274096385542169,664,92710.89,139.6248343373494,0.12650602409638553,0.029921511917316297
32189,82500,18,185,844,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1505,648,0.8948462177888612,2406,256183.26,106.47683291770574,0.012884455527847049,0.005371155008332707
32190,82504,18,514,608,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,881,2,0.7912186379928315,1116,123612.03,110.76346774193549,0.03046594982078853,0.007258435930548183
32191,82507,18,36,88,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,257,0,0.1654861558274308,1553,221869.4,142.86503541532517,0.04700579523502898,0.012706979871942683
32192,82511,18,1032,75,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,595,0,0.7550761421319797,788,70795.76,89.8423350253807,0.0012690355329949238,0.00037728248132374036
32193,82512,22,993,1367,X,2013-09-16,2013-10-18,1,0,32,36-45,Married,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,794,0,0.6074980872226473,1307,104852.11,80.22349655700077,0.03289977046671767,0.013408218489832964
32194,82517,18,195,795,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,253,58,0.37834549878345497,822,110379.79999999999,134.28199513381995,0.006082725060827251,0.0016135198650477714
32195,82520,18,180,590,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,761,299,0.8255451713395638,1284,180245.3,140.37795950155763,0.002336448598130841,0.000899163528813234
32196,82524,17,583,659,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1599,0,0.7517630465444288,2127,303557.20999999996,142.71613070051714,0.010343206393982134,0.0023808691613682975
32197,82525,20,396,632,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,11,0.1254429482636428,1411,178743.31,126.67846208362863,0.10134656272147413,0.025324136606846993
32198,82528,20,671,565,Y,2013-09-07,2013-11-16,0,1,70,26-35,Married,0.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1292,9,0.6818658280922432,1908,190542.1,99.86483228511531,0.02358490566037736,0.019826851913566607
32199,82533,18,430,763,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,479,0,0.657967032967033,728,77731.78,106.77442307692307,0.01098901098901099,0.0031388706137952843
32200,82536,18,765,1128,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,58,0,0.15425531914893617,376,44515.130000000005,118.39130319148937,0.005319148936170213,0.004801064267362579
32201,82542,18,185,1098,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,509,181,0.9985528219971056,691,60324.72,87.30060781476122,0.001447178002894356,0.0005904710374121918
32202,82543,22,37,1,X,2013-09-16,2013-10-18,1,0,32,70+,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,116,0,0.11068702290076336,1048,98513.93,94.00184160305344,0.07442748091603053,0.02148762109074321
32203,82544,18,192,475,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,498,44,0.95929203539823,565,55844.86,98.84046017699116,0.01592920353982301,0.018739773006862224
32204,82545,17,853,33,Y,2013-07-29,2013-08-30,0,1,32,46-55,Married,0.0,5.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,631,1,0.620215897939156,1019,150993.66999999998,148.17828263002943,0.002944062806673209,0.0014154235737166997
32205,82550,25,44,769,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1069,8,0.697538860103627,1544,139438.74,90.31006476683937,0.005829015544041451,0.0016221460406197017
32206,82555,18,207,465,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105,14,0.6538461538461539,182,36840.479999999996,202.42021978021975,0.0,-0.0
32207,82556,22,432,1204,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,410,2,0.6855241264559068,601,66745.48,111.0573710482529,0.0033277870216306157,0.0014943333990556364
32208,82562,22,38,1246,X,2013-09-16,2013-10-18,1,0,32,26-35,Married,0.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1042,10,0.7792592592592592,1350,163455.84999999998,121.0784074074074,0.01925925925925926,0.005349823820927792
32209,82564,18,274,1194,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,5.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,599,0,0.7055359246171967,849,90550.31,106.65525323910482,0.020023557126030624,0.013429440495565393
32210,82565,17,781,433,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,930,8,0.6704789135096497,1399,170108.57,121.59297355253753,0.03788420300214439,0.013543468150957942
32211,82567,21,861,677,Y,2013-09-16,2013-10-18,0,1,32,36-45,Married,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,965,0,0.7474825716498839,1291,170747.83000000002,132.26013168086754,0.000774593338497289,0.0005215293219246182
32212,82572,17,697,594,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,792,3,0.8112244897959183,980,111669.31,113.94827551020408,0.03163265306122449,0.009728724928988993
32213,82576,16,28,51,Y,2013-07-15,2013-08-16,0,1,32,70+,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,50,0,0.0880281690140845,568,42836.630000000005,75.41660211267606,0.01584507042253521,0.015175330085489916
32214,82578,18,501,614,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.007261410788381743,964,88681.92,91.99369294605809,0.002074688796680498,0.001225052412036185
32215,82584,18,212,499,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,1.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1202,583,1.1643835616438356,1533,136695.65,89.16872146118722,0.005218525766470972,0.0016416030795420337
32216,82585,18,184,1263,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1211,641,1.0570776255707763,1752,188945.29,107.84548515981736,0.010273972602739725,0.004782760131252809
32217,82586,18,388,899,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43,4,0.09362549800796813,502,60691.810000000005,120.90001992031874,0.0,-0.0
32218,82587,18,33,352,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,560,460,1.6776315789473684,608,93045.2,153.03486842105264,0.014802631578947368,0.00713201755705829
32219,82588,24,42,150,Y,2013-10-21,2013-12-20,0,1,60,36-45,Married,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2384,1092,1.2817109144542773,2712,315795.35,116.44371312684365,0.01327433628318584,0.004717010557628541
32220,82589,18,182,749,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,852,235,0.9227504244482173,1178,151873.63,128.9249830220713,0.003395585738539898,0.0008326001031252099
32221,82591,18,180,523,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,193,11,0.8395061728395061,243,30478.17,125.42456790123457,0.06584362139917696,0.012738297607763195
32222,82592,18,557,331,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,336,0,0.7759815242494227,433,38751.99,89.49651270207852,0.0,-0.0
32223,82595,18,690,1533,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,17,3,0.046189376443418015,433,56783.06,131.13870669745958,0.004618937644341801,0.0026159210158804404
32224,82596,18,207,377,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,627,186,0.7344173441734417,1107,115216.49,104.07993676603434,0.004516711833785004,0.0017157266290615172
32225,82603,22,518,1382,X,2013-09-16,2013-10-18,1,0,32,36-45,Married,0.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1150,13,0.7356103731815307,1581,203698.12,128.8413156230234,0.007590132827324478,0.0033136781036565287
32226,82608,16,999,844,Y,2013-07-15,2013-08-16,0,1,32,46-55,Married,0.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,459,4,0.19243557772236075,2406,256183.26,106.47683291770574,0.012884455527847049,0.005371155008332707
32227,82612,18,560,1029,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,0.0625,448,33053.63,73.78042410714285,0.015625,0.006843121315268551
32228,82613,23,41,14,Y,2013-10-08,2013-11-15,0,1,38,26-35,Married,1.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,853,1,0.6864951768488746,1244,164169.36,131.9689389067524,0.021704180064308683,0.0034714151288644845
32229,82620,18,267,1324,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,55,0,0.05365853658536585,1025,227889.46000000002,222.3311804878049,0.005853658536585366,0.0023273564297357145
